pcode,label,url,ref,time,orderid,revenue
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/prepaid-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.google.com/search?hl=en&redir_esc=&client=ms-android-motorola&source=android-browser-type&v=133247963&qsubts=1391998018784&action=devloc&q=frawg&v=133247963,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/prepaid-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/cart,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/?gclid=CLiYkv20wLwCFVBk7Aodv2IANw,http://www.google.com/aclk?sa=l&ai=C6iyZ3Sv4Ur6HKcyLyQHDvYGYBui_4aEEwPL6_2Ll7azhiwEIABABIMmYogsoA1Cy7suMB2DJjuqNgKXUEaAB4PeN4gPIAQGqBCdP0PKIl2daFeh5wnEbKYJyvEsIhLajhfSLYzNzh3LshOq1nM_LfRCABZBOgAeIiPIdkAcD&sig=AOD64_0s-VOqpriDJ9KpXFr0_bfQMPfycQ&rct=j&q=frawg+prepaid&ved=0CCgQ0Qw&adurl=http://www.frawgwireless.com,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/phones-and-devices,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.google.com/search?hl=en-US&ie=UTF-8&q=prepaid+unlimited+plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,,http://www.frawgwireless.com/prepaid-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/?gclid=CPSW5YKvwLwCFUVlfgoddDMACA,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/?gclid=CMeJyfi4wLwCFcEDOgodLikAeA,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.google.com/search?client=ms-android-samsung&hl=en&source=android-browser-type&v=134000000&q=ntelos+prepaid&revid=641933229&sa=X&ei=kij4UqzqJYnIyAGu_IC4Bg&ved=0CM0BENUCKAE&biw=480&bih=295,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/?gclid=CLiYkv20wLwCFVBk7Aodv2IANw,http://www.google.com/aclk?sa=l&ai=C6iyZ3Sv4Ur6HKcyLyQHDvYGYBui_4aEEwPL6_2Ll7azhiwEIABABIMmYogsoA1Cy7suMB2DJjuqNgKXUEaAB4PeN4gPIAQGqBCdP0PKIl2daFeh5wnEbKYJyvEsIhLajhfSLYzNzh3LshOq1nM_LfRCABZBOgAeIiPIdkAcD&sig=AOD64_0s-VOqpriDJ9KpXFr0_bfQMPfycQ&rct=j&q=frawg+prepaid&ved=0CCgQ0Qw&adurl=http://www.frawgwireless.com,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/ncontrol,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,http://www.bing.com/search?q=frawgpayment&pc=conduit&ptag=A787FDCFBA467494DA7F&form=CONBDF&conlogo=CT3210127,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/iphone-phones,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,https://sales.liveperson.net/hc/web/repcobrowse/?site=61336259&repid=975995560112617452903499475398&visid=10142082&siteContainer=STANDALONE&url=http://www.frawgwireless.com/&pageIndex=3&pageViewerRequestId=256&additionalInfo=false,,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/prepaid-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,http://www.google.com/search?hl=en&redir_esc=&client=ms-android-boost-us&source=android-launcher-search&v=141400000&qsubts=1391994109811&action=devloc&q=frawg+wireless,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,https://www.google.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/prepaid-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/prepaid-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/mobile-broadband-devices,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,https://www.google.com,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,"http://www.google.com/url?sa=t&rct=j&q=frawg%20wireless&source=web&cd=1&sqi=2&ved=0CC8QFjAA&url=http%3A%2F%2Fwww.frawgwireless.com%2F&ei=7x_4UsidDrOmsQSqyYDoAw&usg=AFQjCNFD4W_JtQykdI3ZrQ4WD_Lh6kFFew&sig2=hlqrFU-h6w0I6FVrFF4lNA&bvm=bv.60983673,d.cWc",2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,http://www.frawgwireless.com/prepaid-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,http://www.frawgwireless.com/sitemap,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,"http://www.google.com/url?sa=t&source=web&cd=1&ved=0CDMQFjAA&url=http%3A%2F%2Fwww.frawgwireless.com%2Fphones&rct=j&q=frawg%20wireless%20phones&ei=3xv4Uv-VGYqV1AGnzIDAAQ&usg=AFQjCNGobjU_hY71F0jfQT7DObYOT5Z1CQ&bvm=bv.60983673,d.dmQ",2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/features,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,https://www.google.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,https://www.ntelos.com/wireless-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/prepaid-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,https://www.google.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.google.com/search?client=ms-android-hms-tmobile-us&hl=en&source=android-launcher-widget&v=133247963&q=ntelos+frawg+phones&revid=1292053815&sa=X&ei=iwz4Uu2OMeu-sQS_lQI&ved=0CF4Q1QIoAw&biw=320&bih=455,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/prepaid-plans?gclid=CPWru-efwLwCFVFk7AodDnAAmA,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,https://www.google.com,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,http://www.frawgwireless.com/feature-phone-landing-page?utm_source=quantcast-fbx&utm_medium=display-hyper-targeted&utm_content=35-unlimited-talk-get-yours-rj-smiling-1x1&utm_campaign=frawg-direct-response-2014,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,http://www.frawgwireless.com/feature-phone-landing-page?utm_source=quantcast-fbx&utm_medium=display-hyper-targeted&utm_content=35-unlimited-talk-get-yours-rj-smiling-1x1&utm_campaign=frawg-direct-response-2014,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.google.com/search?hl=en&redir_esc=&client=ms-android-alcatel&source=android-launcher-widget&v=133247963&qsubts=1391988422703&action=devloc&q=frawg+wireless+phones&v=133247963,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/?gclid=CMGIirWhwLwCFdeUfgodkX4AOA,http://www.google.com/aclk?sa=l&ai=CPDPelRf4UsP1L-2HyQHW0ICAB-i_4aEEwPL6_2LQpNHXbggAEAEg67H8DlCy7suMB2DJxqaN7KSEEaAB4PeN4gPIAQGqBCdP0NpaNT0cmUw0yX0RESKcamb2DuHSb0lfnhMo3zuI0zIOnsZIOeWABbP4_hjYBgSAB4iI8h2QBwM&sig=AOD64_3ACexvTN10P42-kAV_KrUrLpTWSg&rct=j&q=frawg+wireless+phones&ved=0CCUQ0Qw&adurl=http://www.frawgwireless.com,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/prepaid-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.google.com/search?hl=en&redir_esc=&client=ms-android-samsung&source=android-search-app&v=133247963&qsubts=1391987521016&action=devloc&q=frawg+wireless+phones&v=133247963,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/phones,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,,http://www.frawgwireless.com/phones,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.google.com/search?client=ms-android-motorola&hl=en&source=android-browser-type&v=133247963&ei=2Q34Ut3yEqnH0gGckYHgDQ&q=ntelosfrawg+phone+&oq=ntelosfrawg+phone+&gs_l=mobile-gws-serp.3..0i13j0i22i30j0i22i10i30j0i22i30.31280.54079.0.56436.16.12.2.0.0.1.3995.10919.4-1j6j2j1j0j1.11.0....0...1c.1.34.mobile-gws-serp..4.12.7278.4Y0Fn8B1jAQ,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/prepaid-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.google.com/search?client=ms-android-alcatel&hl=en&source=android-launcher-widget&v=133247963&ei=UxL4UrTiJKXf0gGhj4GoCg&q=iPhone+4s+frawg+price&oq=iPhone+4s+frawg+price&gs_l=mobile-gws-serp.12...111.20067.0.21537.54.30.11.1.1.13.2047.19804.2-1j9j4j4j4j3j2j1.28.0....0...1c.1.34.mobile-gws-serp..38.16.5064.sD6dc7q7TG8,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/android-phones,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/prepaid-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/motorola,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/product-details/Novatel-MiFi-2200-Silver,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,"http://www.google.com/url?sa=t&source=web&cd=5&ved=0CEEQFjAE&url=http%3A%2F%2Fwww.frawgwireless.com%2Fprepaid-plans&rct=j&q=ntelos%20phones&ei=BQn4UrPpBZTCyAHZ0IGgDA&usg=AFQjCNEaE1lHld1FlV6taEWC5htM04hrZQ&bvm=bv.60983673,d.aWc",2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/prepaid-plans,2/10/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/contact,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,,http://www.frawgwireless.com/prepaid-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/prepaid-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.bing.com/search?q=frawg+phones&form=IE10TR&src=IE10TR&pc=MATBJS,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.frawgwireless.com/prepaid-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,,http://www.frawgwireless.com/phones,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/smartphones,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.google.com/search?q=frawg+plan+phones&client=ms-android-motorola&hl=en&v=133247963&source=lnms&sa=X&ei=3gP4UqiOE6nkyQHmsoGIBA&ved=0CAcQ_AUoAA&biw=360&bih=615&dpr=1.5,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/phones,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.google.com/search?site=&source=hp&ei=MQn4UtuYMan80gH1x4DoCg&q=can+you+pay+half+a+month+on+frawg+wireless&oq=can+you+pay+half+a+month+on+frawg+wireless&gs_l=mobile-gws-hp.12...12408.44838.0.46840.43.43.0.8.8.2.1688.17044.2-18j14j4j3j1j0j2.42.0....0...1c.1.34.mobile-gws-hp..18.25.5883.52ejn6SmVIs,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.google.com/search?hl=en&redir_esc=&client=ms-android-motorola&source=android-search-app&v=133247963&qsubts=1391983638385&action=devloc&q=frawg+wireless+phones&v=133247963,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.google.com/search?hl=en&redir_esc=&client=ms-android-motorola&source=android-com.motorola.blur.home&v=133247963&qsubts=1391985597447&action=devloc&q=frawg+wireless&v=133247963,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/prepaid-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,http://www.frawgwireless.com/phones,http://www.google.com/search?hl=en&redir_esc=&client=ms-android-alcatel&source=android-browser-type&v=133247963&qsubts=1391986786379&action=devloc&q=frawg+wireless+phones&v=133247963,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Phones,,http://www.frawgwireless.com/phones,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/phones/alcatel-one-touch-960c-gray,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.ntelos.com/wireless-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,,http://www.frawgwireless.com/prepaid-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Homepage,http://www.frawgwireless.com/,,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,http://www.frawgwireless.com/prepaid-plans,2/09/14,,
p-TGwEB8eG93gvD,_fp.event.Prepaid Plans,http://www.frawgwireless.com/prepaid-plans,,2/09/14,,
